Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,TMSales4,2009.0,Air Preparation,Yaqub,0.0,0.0,0.04,0.0,0.04
13703,Capcom Fighting Evolution,TMSales14,2005.0,FRL,Capcom,0.03,0.01,0.0,0.0,0.04
13704,XCOM 2,TMSales11,2016.0,Accessories,Faisal,0.01,0.02,0.0,0.01,0.04
13705,Company of Heroes: Opposing Fronts,TMSales15,2007.0,Accessories,Yogi,0.01,0.03,0.0,0.01,0.04
13706,Novastorm,TMSales13,1995.0,Rotary Actuators,Psygnosis,0.02,0.02,0.0,0.0,0.04
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,TMSales17,2012.0,Fittings/Tubing,Spike,0.0,0.0,0.04,0.0,0.04
13708,PopCap Arcade Vol 1,TMSales5,2007.0,Air Preparation,PopCap Games,0.04,0.0,0.0,0.0,0.04
13709,Dead Ball Zone,TMSales13,1998.0,Air Cylinders,GT Interactive,0.02,0.02,0.0,0.0,0.04
13710,NBA in the Zone 2000,TMSales12,2000.0,Air Cylinders,Rizal,0.04,0.0,0.0,0.0,0.04
13711,Men of War: Vietnam,TMSales15,2011.0,Accessories,Unknown,0.0,0.03,0.0,0.01,0.04
13712,NBA In The Zone '99,TMSales12,1998.0,Air Cylinders,Rizal,0.04,0.0,0.0,0.0,0.04
13713,Winning Post World 2010,TMSales6,2010.0,Air Cylinders,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,TMSales4,2010.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13715,SWAT: Target Liberty,TMSales17,2007.0,Rotary Actuators,Vivendi Games,0.03,0.0,0.0,0.0,0.04
13716,OutRun 2006: Coast 2 Coast,TMSales17,2006.0,Switches/Sensors,Amin,0.03,0.01,0.0,0.01,0.04
13717,Haunted Casino,TMSales25,1996.0,Lubrication,Societa,0.0,0.0,0.04,0.0,0.04
13718,World Series Baseball,TMSales25,1994.0,Air Cylinders,Amin,0.0,0.0,0.04,0.0,0.04
13719,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,TMSales23,2012.0,Directional Control Valves,Rizal,0.0,0.0,0.04,0.0,0.04
13720,Aeon Flux,TMSales7,2005.0,Directional Control Valves,Yogi,0.02,0.02,0.0,0.01,0.04
13721,Chicken Blaster,TMSales4,2009.0,Rotary Actuators,Zushi Games,0.04,0.0,0.0,0.0,0.04
13722,Summer Challenge: Athletics Tournament,TMSales6,2011.0,Air Cylinders,PQube,0.0,0.03,0.0,0.01,0.04
13723,S.Y.K Renshouden Portable,TMSales17,2011.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
13724,Metal Max Returns,TMSales8,1995.0,Fittings/Tubing,Data East,0.0,0.0,0.04,0.0,0.04
13725,Shattered Union,TMSales14,2005.0,Accessories,Faisal,0.03,0.01,0.0,0.0,0.04
13726,Off-Road Drive,TMSales15,2011.0,Switches/Sensors,1C Company,0.0,0.03,0.0,0.01,0.04
13727,Hanaoni: Yume no Tsudzuki,TMSales17,2012.0,Directional Control Valves,Idea Factory,0.0,0.0,0.04,0.0,0.04
13728,Mat Hoffman's Pro BMX 2,TMSales19,2002.0,Air Cylinders,Febby,0.03,0.01,0.0,0.0,0.04
13729,Unchained Blades,TMSales10,2011.0,Fittings/Tubing,FuRyu,0.0,0.0,0.04,0.0,0.04
13730,Harley-Davidson: Road Trip,TMSales1,2010.0,Switches/Sensors,Destineer,0.04,0.0,0.0,0.0,0.04
13731,Gal*Gun,TMSales5,2011.0,Rotary Actuators,Alchemist,0.0,0.0,0.04,0.0,0.04
13732,GoGo's Crazy Bones,TMSales4,2012.0,Directional Control Valves,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
13733,MLB 2K12 / NBA 2K12 Combo Pack,TMSales5,2012.0,Air Cylinders,Faisal,0.04,0.0,0.0,0.0,0.04
13734,Grand Theft Auto: Vice City,TMSales15,2003.0,Directional Control Valves,Faisal,0.0,0.03,0.0,0.01,0.04
13735,NHL Hitz Pro,TMSales19,,Air Cylinders,Unknown,0.03,0.01,0.0,0.0,0.04
13736,Ookami Kakushi,TMSales17,2009.0,Directional Control Valves,Rizal,0.0,0.0,0.04,0.0,0.04
13737,Zen-Nippon GT Senshuken,TMSales8,1995.0,Switches/Sensors,Banpresto,0.0,0.0,0.04,0.0,0.04
13738,North American Hunting Extravaganza 2,TMSales1,2010.0,Air Cylinders,Unknown,0.03,0.0,0.0,0.0,0.04
13739,City Builder,TMSales1,2010.0,Vacuum Equipment,Virtual Play Games,0.04,0.0,0.0,0.0,0.04
13740,PD Ultraman Battle Collection 64,TMSales12,1999.0,Accessories,Yaqub,0.0,0.0,0.04,0.0,0.04
13741,Monaco Grand Prix,TMSales12,1999.0,Switches/Sensors,Andrias,0.03,0.01,0.0,0.0,0.04
13742,Worms Armageddon,TMSales12,1999.0,Accessories,Infogrames,0.03,0.01,0.0,0.0,0.04
13743,Rally Challenge 2000,TMSales12,1999.0,Switches/Sensors,Imagineer,0.03,0.01,0.0,0.0,0.04
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,TMSales12,2000.0,Electric Actuators,Infogrames,0.03,0.01,0.0,0.0,0.04
13745,Superman: Countdown to Apokolips,TMSales9,2003.0,Electric Actuators,Kriston,0.03,0.01,0.0,0.0,0.04
13746,Deadly Arts,TMSales12,1998.0,FRL,Rizal,0.03,0.01,0.0,0.0,0.04
13747,Kikou Heidan J-Phoenix 2,TMSales7,2003.0,Directional Control Valves,Takara,0.0,0.0,0.04,0.0,0.04
13748,Sengoku Musou 3 Z Special,TMSales17,2012.0,Directional Control Valves,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13749,Dragon's Lair 3D: Return to the Lair,TMSales19,2002.0,Electric Actuators,Yogi,0.03,0.01,0.0,0.0,0.04
13750,Harukanaru Toki no Naka de 5,TMSales17,2011.0,Fittings/Tubing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13751,Meteos: Disney Magic,TMSales4,2007.0,Air Preparation,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04
13752,Worms 4: Mayhem,TMSales14,2005.0,Accessories,Codemasters,0.03,0.01,0.0,0.0,0.04
13753,Resident Evil: Operation Raccoon City,TMSales15,2012.0,Directional Control Valves,Capcom,0.0,0.03,0.0,0.01,0.04
13754,Winning Post 7 2012,TMSales17,2012.0,Air Cylinders,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13755,Samurai Warriors 2: Empires,TMSales5,2007.0,Directional Control Valves,Tecmo Koei,0.03,0.0,0.01,0.0,0.04
13756,Super Black Bass Fishing,TMSales4,2005.0,Air Cylinders,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13757,Point Blank 2,TMSales13,1998.0,Rotary Actuators,Yaqub,0.02,0.02,0.0,0.0,0.04
13758,Who Wants to Be a Millionaire: 3rd Edition,TMSales4,2010.0,Vacuum Equipment,Andrias,0.04,0.0,0.0,0.0,0.04
13759,Test Drive: Ferrari Legends,TMSales6,2012.0,Switches/Sensors,Unknown,0.04,0.0,0.0,0.0,0.04
13760,Saru! Get You! Pipo Saru Senki,TMSales17,2009.0,Fittings/Tubing,Ferdi,0.0,0.0,0.04,0.0,0.04
13761,Infamous: First Light,TMSales11,2014.0,Directional Control Valves,Ferdi,0.0,0.03,0.0,0.01,0.04
13762,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,TMSales17,2013.0,Air Cylinders,Amin,0.0,0.0,0.04,0.0,0.04
13763,Imabikisou,TMSales6,2007.0,Lubrication,Amin,0.0,0.0,0.04,0.0,0.04
13764,Logic Machines,TMSales4,2009.0,Air Preparation,City Interactive,0.04,0.0,0.0,0.0,0.04
13765,One Piece: Burning Blood,TMSales18,2016.0,FRL,Yaqub,0.03,0.01,0.0,0.0,0.04
13766,Hakuouki: Reimeiroku Portable,TMSales17,2011.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,TMSales7,2008.0,Rotary Actuators,Amin,0.0,0.0,0.04,0.0,0.04
13768,Antz Extreme Racing,TMSales7,2002.0,Switches/Sensors,Empire Interactive,0.02,0.02,0.0,0.01,0.04
13769,Motto TOEIC Test DS Training,TMSales4,2008.0,Vacuum Equipment,IE Institute,0.0,0.0,0.04,0.0,0.04
13770,Super Robot Gakuen,TMSales4,2009.0,Lubrication,Yaqub,0.0,0.0,0.04,0.0,0.04
13771,Atelier Iris 3: Grand Phantasm (JP Sales),TMSales7,2006.0,Fittings/Tubing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13772,Terraria,TMSales18,2014.0,Directional Control Valves,505 Games,0.0,0.04,0.0,0.0,0.04
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,TMSales10,2014.0,Lubrication,Happinet,0.0,0.0,0.04,0.0,0.04
13774,Empire Earth III,TMSales15,2007.0,Accessories,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13775,Mike Tyson Boxing,TMSales9,2002.0,Air Cylinders,Andrias,0.03,0.01,0.0,0.0,0.04
13776,Jojo's Fashion Show: Design in a Dash!,TMSales4,2009.0,Flow Control,Andrias,0.04,0.0,0.0,0.0,0.04
13777,The Legend of Heroes: Trails in the Sky First Chapter,TMSales6,2012.0,Fittings/Tubing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04
13778,Go Diego Go!: Safari Rescue,TMSales7,2008.0,Directional Control Valves,Faisal,0.02,0.02,0.0,0.01,0.04
13779,Deal or No Deal: Special Edition,TMSales4,2010.0,Vacuum Equipment,Zoo Games,0.04,0.0,0.0,0.0,0.04
13780,Clannad,TMSales7,2006.0,Lubrication,Interchannel,0.0,0.0,0.04,0.0,0.04
13781,Nobunaga's Ambition: Sphere of Influence,TMSales11,2014.0,Accessories,Tecmo Koei,0.03,0.0,0.0,0.01,0.04
13782,Fisherman's Challenge,TMSales7,2003.0,Air Cylinders,Rizal,0.02,0.02,0.0,0.01,0.04
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,TMSales17,2009.0,FRL,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13784,Akko ni Omakase! Brain Shock,TMSales4,2006.0,Vacuum Equipment,Taito,0.0,0.0,0.04,0.0,0.04
13785,Mission: Impossible - Operation Surma,TMSales9,2003.0,Electric Actuators,Kriston,0.03,0.01,0.0,0.0,0.04
13786,Guild Wars Trilogy,TMSales15,2005.0,Fittings/Tubing,NCSoft,0.0,0.03,0.0,0.01,0.04
13787,Patrician IV,TMSales15,2010.0,Accessories,Kalypso Media,0.03,0.0,0.0,0.0,0.04
13788,Deadliest Warrior: Ancient Combat,TMSales6,2012.0,FRL,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04
13789,King of Fighters: Maximum Impact Regulation A,TMSales7,2007.0,FRL,SNK Playmore,0.0,0.0,0.04,0.0,0.04
13790,Who Wants to be a Millionaire: 1st Edition,TMSales4,2007.0,Vacuum Equipment,Andrias,0.0,0.04,0.0,0.0,0.04
13791,Star Ocean 5: Integrity and Faithlessness,TMSales6,2016.0,Fittings/Tubing,Square Enix,0.0,0.0,0.04,0.0,0.04
13792,Date A Live: Rine Utopia,TMSales6,2013.0,Lubrication,Compile Heart,0.0,0.0,0.04,0.0,0.04
13793,CSI: Fatal Conspiracy,TMSales15,2010.0,Lubrication,Andrias,0.0,0.03,0.0,0.01,0.04
13794,Durarara!! 3way Standoff: Alley,TMSales17,2011.0,Lubrication,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13795,Surf's Up,TMSales6,2007.0,Air Cylinders,Andrias,0.03,0.0,0.0,0.0,0.04
13796,Fritz Chess,TMSales6,2009.0,Accessories,Deep Silver,0.0,0.03,0.0,0.01,0.04
13797,The Da Vinci Code,TMSales14,2006.0,Directional Control Valves,Faisal,0.03,0.01,0.0,0.0,0.04
13798,Famicom Mini: Clu Clu Land,TMSales9,2004.0,Air Preparation,Bayu,0.0,0.0,0.04,0.0,0.04
13799,Astro Boy: The Video Game,TMSales17,2009.0,Directional Control Valves,D3Publisher,0.04,0.0,0.0,0.0,0.04
13800,Metal Slug XX,TMSales17,2009.0,Rotary Actuators,DHM Interactive,0.03,0.0,0.0,0.0,0.04
13801,Sacred Blaze,TMSales7,2009.0,Accessories,Flight-Plan,0.0,0.0,0.04,0.0,0.04
13802,Rollin' Rascals,TMSales4,2009.0,Air Preparation,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13803,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,TMSales4,2007.0,Vacuum Equipment,Yaqub,0.0,0.0,0.04,0.0,0.04
13804,Thoroughbred Breeder II Plus,TMSales13,1995.0,Flow Control,Hect,0.0,0.0,0.04,0.0,0.04
13805,Pure Pinball,TMSales14,2004.0,Vacuum Equipment,XS Games,0.03,0.01,0.0,0.0,0.04
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,TMSales17,2011.0,Lubrication,Idea Factory,0.0,0.0,0.04,0.0,0.04
13807,Zac to Ombra: Maboroshi no Yuuenchi,TMSales4,2010.0,Lubrication,Rizal,0.0,0.0,0.04,0.0,0.04
13808,Resident Evil: Revelations,TMSales15,2013.0,Directional Control Valves,Capcom,0.0,0.03,0.0,0.01,0.04
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,TMSales1,2010.0,FRL,Yaqub,0.0,0.0,0.04,0.0,0.04
13810,Shadow of the Colossus,TMSales6,2011.0,Directional Control Valves,Ferdi,0.0,0.0,0.04,0.0,0.04
13811,Phantom Breaker,TMSales5,2011.0,FRL,5pb,0.02,0.0,0.02,0.0,0.04
13812,Gummy Bears Mini Golf,TMSales1,2010.0,Air Cylinders,Unknown,0.04,0.0,0.0,0.0,0.04
13813,Brothers In Arms DS,TMSales4,2007.0,Rotary Actuators,Andrias,0.03,0.0,0.0,0.0,0.04
13814,Valhalla Knights 2: Battle Stance,TMSales17,2009.0,Fittings/Tubing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13815,99 no Namida,TMSales4,2008.0,Lubrication,Yaqub,0.0,0.0,0.04,0.0,0.04
13816,Clannad,TMSales17,2008.0,Lubrication,Prototype,0.0,0.0,0.04,0.0,0.04
13817,Cyber Troopers Virtual-On Marz,TMSales7,2003.0,FRL,Amin,0.02,0.01,0.0,0.0,0.04
13818,Headhunter: Redemption,TMSales7,2004.0,Directional Control Valves,Amin,0.02,0.01,0.0,0.0,0.04
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,TMSales4,2008.0,Lubrication,ASCII Media Works,0.0,0.0,0.04,0.0,0.04
13820,Bomberman: Act Zero,TMSales5,2006.0,Air Preparation,Rizal,0.04,0.0,0.0,0.0,0.04
13821,Stuntman,TMSales9,2003.0,Switches/Sensors,Kriston,0.03,0.01,0.0,0.0,0.04
13822,Time Travelers,TMSales10,2012.0,Lubrication,Unknown,0.0,0.0,0.04,0.0,0.04
13823,Burnout Paradise: The Ultimate Box,TMSales5,2009.0,Switches/Sensors,Amir,0.0,0.03,0.0,0.0,0.04
13824,The Chase: Felix Meets Felicity,TMSales4,2009.0,Directional Control Valves,Kriston,0.04,0.0,0.0,0.0,0.04
13825,Stoked: Big Air Edition,TMSales5,2009.0,Air Cylinders,Yaqub,0.02,0.02,0.0,0.0,0.04
13826,Syndicate Wars,TMSales13,1997.0,Accessories,Amir,0.02,0.01,0.0,0.0,0.04
13827,Castlevania: Lords of Shadow 2,TMSales15,2014.0,Directional Control Valves,Rizal,0.01,0.03,0.0,0.0,0.04
13828,Draglade (JP sales),TMSales4,2007.0,FRL,505 Games,0.0,0.0,0.04,0.0,0.04
13829,Herc's Adventures,TMSales13,1997.0,Directional Control Valves,Virgin Interactive,0.02,0.01,0.0,0.0,0.04
13830,Tiger Woods PGA Tour Golf,TMSales9,2002.0,Air Cylinders,Andrias,0.03,0.01,0.0,0.0,0.04
13831,Twin Strike: Operation Thunder,TMSales1,2008.0,Rotary Actuators,Zoo Games,0.04,0.0,0.0,0.0,0.04
13832,BlazBlue: Chrono Phantasma Extend,TMSales6,2015.0,Directional Control Valves,PQube,0.0,0.0,0.04,0.0,0.04
13833,All Points Bulletin,TMSales15,2010.0,Fittings/Tubing,Amir,0.0,0.03,0.0,0.01,0.04
13834,Romance of the Three Kingdoms 13,TMSales6,2015.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13835,The Movies,TMSales15,2005.0,Flow Control,Febby,0.01,0.03,0.0,0.01,0.04
13836,SuperCar Challenge,TMSales6,2009.0,Switches/Sensors,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04
13837,Dreamfall: The Longest Journey,TMSales14,2006.0,Lubrication,Empire Interactive,0.03,0.01,0.0,0.0,0.04
13838,The Sims 4: Spa Day,TMSales15,2015.0,Flow Control,Amir,0.0,0.04,0.0,0.0,0.04
13839,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,TMSales25,1995.0,Vacuum Equipment,Sonnet,0.0,0.0,0.04,0.0,0.04
13840,Yuki Yuna is a Hero: Memory of the Forest,TMSales23,2015.0,Directional Control Valves,FuRyu,0.0,0.0,0.04,0.0,0.04
13841,JASF: Jane's Advanced Strike Fighters,TMSales15,2011.0,Flow Control,Deep Silver,0.02,0.01,0.0,0.0,0.04
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,TMSales4,2005.0,Vacuum Equipment,Yaqub,0.0,0.0,0.04,0.0,0.04
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,TMSales17,2010.0,Lubrication,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13844,Zatch Bell! Mamodo Fury,TMSales19,2005.0,FRL,Yaqub,0.03,0.01,0.0,0.0,0.04
13845,Dora's Big Birthday Adventure,TMSales7,2010.0,Vacuum Equipment,Faisal,0.02,0.01,0.0,0.0,0.04
13846,PopStar Guitar,TMSales7,2008.0,Vacuum Equipment,XS Games,0.02,0.01,0.0,0.0,0.04
13847,Haikyu!! Cross Team Match!,TMSales10,2016.0,Lubrication,Yaqub,0.0,0.0,0.04,0.0,0.04
13848,NHL Blades of Steel 2000,TMSales13,1999.0,Air Cylinders,Rizal,0.02,0.01,0.0,0.0,0.04
13849,Outlaw Volleyball Remixed,TMSales7,2004.0,Air Cylinders,Global Star,0.02,0.01,0.0,0.0,0.04
13850,The Adventures of Darwin,TMSales7,2006.0,Accessories,Essential Games,0.01,0.0,0.03,0.0,0.04
13851,Scarface: The World is Yours,TMSales15,2006.0,Directional Control Valves,Vivendi Games,0.01,0.02,0.0,0.01,0.04
13852,Blood Bowl,TMSales15,2009.0,Air Cylinders,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
13853,FIFA World Cup Germany 2006,TMSales4,2006.0,Air Cylinders,Amir,0.03,0.0,0.0,0.0,0.04
13854,Supreme Commander: Forged Alliance,TMSales15,2007.0,Accessories,Yogi,0.01,0.02,0.0,0.01,0.04
13855,Klonoa Heroes: Densetsu no Star Medal,TMSales9,2002.0,Fittings/Tubing,Yaqub,0.0,0.0,0.04,0.0,0.04
13856,Hyperdimension Neptunia Victory II,TMSales11,2015.0,Fittings/Tubing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,TMSales13,2001.0,Lubrication,Infogrames,0.02,0.01,0.0,0.0,0.04
13858,Sid Meier's Railroads!,TMSales15,2006.0,Flow Control,Faisal,0.01,0.03,0.0,0.01,0.04
13859,Jig-A-Pix: Pets,TMSales4,2009.0,Air Preparation,Zushi Games,0.03,0.0,0.0,0.0,0.04
13860,Brothers: A Tale of Two Sons,TMSales18,2015.0,Lubrication,505 Games,0.03,0.01,0.0,0.0,0.04
13861,Warhammer: Dark Omen,TMSales13,1998.0,Accessories,Amir,0.02,0.01,0.0,0.0,0.04
13862,Mobile Suit Gundam: Mokuba no Kiseki,TMSales17,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13863,Denki Blocks!,TMSales9,2001.0,Air Preparation,Rage Software,0.03,0.01,0.0,0.0,0.04
13864,A Ressha de Ikou DS,TMSales4,2009.0,Flow Control,ArtDink,0.0,0.0,0.04,0.0,0.04
13865,Harukanaru Toki no Naka de 4: Aizouban,TMSales17,2010.0,Fittings/Tubing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13866,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,TMSales23,2015.0,Fittings/Tubing,Experience Inc.,0.0,0.0,0.04,0.0,0.04
13867,Colin McRae Rally 3,TMSales14,2002.0,Switches/Sensors,Codemasters,0.03,0.01,0.0,0.0,0.04
13868,Ballistic,TMSales13,1999.0,Air Preparation,Kriston,0.02,0.01,0.0,0.0,0.04
13869,Paddington: Adventures in London,TMSales10,2015.0,Air Preparation,Koch Media,0.0,0.04,0.0,0.0,0.04
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,TMSales23,2016.0,Vacuum Equipment,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13871,Caesar IV,TMSales15,2006.0,Accessories,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13872,Sega Rally 2006,TMSales7,,Switches/Sensors,Unknown,0.0,0.0,0.04,0.0,0.04
13873,Song of the Deep,TMSales18,2016.0,Directional Control Valves,Insomniac Games,0.03,0.0,0.0,0.0,0.04
13874,I'm A Celebrity: Get Me Out of Here!,TMSales4,2009.0,Vacuum Equipment,Mindscape,0.0,0.04,0.0,0.0,0.04
13875,Gundam Battle Online,TMSales22,2001.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13876,Harry Potter and the Order of the Phoenix,TMSales15,2007.0,Directional Control Valves,Amir,0.0,0.03,0.0,0.01,0.04
13877,Shonen Jump's One Piece: Grand Adventure,TMSales19,2006.0,FRL,Yaqub,0.03,0.01,0.0,0.0,0.04
13878,Holly Hobbie & Friends,TMSales4,2007.0,Vacuum Equipment,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13879,Kevin Van Dam: Big Bass Challenge,TMSales1,2010.0,Air Cylinders,Zoo Games,0.04,0.0,0.0,0.0,0.04
13880,Stolen,TMSales7,2005.0,Directional Control Valves,Hip Interactive,0.02,0.01,0.0,0.0,0.04
13881,Monster High: New Ghoul in School,TMSales5,2015.0,Directional Control Valves,Little Orbit,0.0,0.04,0.0,0.0,0.04
13882,Glacier2,TMSales1,2009.0,Switches/Sensors,Zoo Games,0.04,0.0,0.0,0.0,0.04
13883,Rugby Challenge 3,TMSales11,2016.0,Air Cylinders,Alternative Software,0.0,0.03,0.0,0.01,0.04
13884,Memories Off 6: T-Wave,TMSales7,2008.0,Lubrication,5pb,0.0,0.0,0.04,0.0,0.04
13885,Superstars V8 Racing,TMSales6,2009.0,Switches/Sensors,Black Bean Games,0.0,0.02,0.0,0.01,0.04
13886,Halo: Combat Evolved,TMSales15,2003.0,Rotary Actuators,Agus,0.01,0.02,0.0,0.01,0.04
13887,Hatsune Miku: Project Diva X,TMSales11,2016.0,Vacuum Equipment,Amin,0.01,0.0,0.02,0.0,0.04
13888,Bullet Girls 2,TMSales23,2016.0,Directional Control Valves,D3Publisher,0.0,0.0,0.04,0.0,0.04
13889,Famicom Remix Best Choice,TMSales10,2015.0,Directional Control Valves,Bayu,0.0,0.0,0.04,0.0,0.04
13890,Pro Race Driver,TMSales14,2003.0,Switches/Sensors,Codemasters,0.03,0.01,0.0,0.0,0.04
13891,Sleepover Party,TMSales1,2009.0,Vacuum Equipment,Andrias,0.03,0.0,0.0,0.0,0.04
13892,100 Classic Games,TMSales4,2011.0,Vacuum Equipment,Rondomedia,0.0,0.03,0.0,0.0,0.04
13893,Ide Yosuke no Mahjong Kazoku,TMSales13,1995.0,Vacuum Equipment,Seta Corporation,0.0,0.0,0.04,0.0,0.04
13894,Richard Burns Rally,TMSales15,2004.0,Switches/Sensors,SCi,0.0,0.03,0.0,0.01,0.04
13895,WRC: FIA World Rally Championship,TMSales17,2005.0,Switches/Sensors,Ferdi,0.02,0.01,0.0,0.01,0.04
13896,Quiz Mobile Gundam: Toi Senshi DX,TMSales17,2006.0,Air Preparation,Yaqub,0.0,0.0,0.04,0.0,0.04
13897,R-Type Command (correct US sales),TMSales17,2007.0,Accessories,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,TMSales13,2001.0,Electric Actuators,Andrias,0.02,0.01,0.0,0.0,0.04
13899,Story Hour: Fairy Tales,TMSales1,2008.0,Lubrication,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13900,Dynasty Warriors Vol. 2 (JP sales),TMSales17,2006.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13901,Countdown Vampires,TMSales13,1999.0,Lubrication,Yaqub,0.02,0.01,0.0,0.0,0.04
13902,Crypt Killer,TMSales13,1997.0,Rotary Actuators,Rizal,0.02,0.01,0.0,0.0,0.04
13903,Tokumei Sentai Go-Busters,TMSales4,2012.0,Directional Control Valves,Yaqub,0.0,0.0,0.04,0.0,0.04
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,TMSales7,2002.0,Air Cylinders,Enix Corporation,0.0,0.0,0.04,0.0,0.04
13905,The Treasures of Montezuma,TMSales4,2010.0,Air Preparation,Foreign Media Games,0.02,0.02,0.0,0.0,0.04
13906,Saints Row 2,TMSales15,2009.0,Directional Control Valves,Yogi,0.0,0.03,0.0,0.01,0.04
13907,Harry Potter and the Prisoner of Azkaban,TMSales15,2004.0,Directional Control Valves,Amir,0.0,0.03,0.0,0.01,0.04
13908,Battle Hunter,TMSales13,1999.0,Accessories,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04
13909,PO'ed,TMSales13,1996.0,Rotary Actuators,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04
13910,Heathcliff! Frantic Foto,TMSales4,2010.0,Vacuum Equipment,Storm City Games,0.04,0.0,0.0,0.0,0.04
13911,Adidas Power Soccer,TMSales13,1996.0,Air Cylinders,Psygnosis,0.02,0.01,0.0,0.0,0.04
13912,LEGO Jurassic World,TMSales15,2015.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
13913,Secret Files 2: Puritas Cordis,TMSales15,2009.0,Lubrication,Deep Silver,0.0,0.03,0.0,0.01,0.04
13914,Darklight Conflict,TMSales13,1997.0,Flow Control,Amir,0.02,0.01,0.0,0.0,0.04
13915,Dragon Ball: Advanced Adventure,TMSales9,2004.0,Directional Control Valves,Yaqub,0.03,0.01,0.0,0.0,0.04
13916,Art of Fighting 3: The Path of the Warrior,TMSales27,1996.0,FRL,SNK,0.0,0.0,0.04,0.0,0.04
13917,Rabbids Land,TMSales20,2012.0,Vacuum Equipment,Andrias,0.02,0.01,0.0,0.0,0.04
13918,Civilization Beyond Earth: Rising Tide,TMSales15,2015.0,Accessories,Faisal,0.0,0.04,0.0,0.0,0.04
13919,The Ripping Friends,TMSales9,2002.0,Directional Control Valves,Yogi,0.03,0.01,0.0,0.0,0.04
13920,Rodea the Sky Soldier,TMSales10,2015.0,Directional Control Valves,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04
13921,Konami Arcade Classics,TMSales13,1999.0,Vacuum Equipment,Rizal,0.02,0.01,0.0,0.0,0.04
